가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재년도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자
(조암택지A) 쌍봉로/장안로,37.081389,126.812778,37.08132246,126.829167,산수유,229,2,,산수유,(조암택지A) 쌍봉로/장안로,,(조암택지A) 쌍봉로/장안로,031-369-6126,화성시청 산림녹지과,2019-04-02
(조암택지A) 쌍봉로/장안로,37.081389,126.812778,37.08132246,126.829167,은행나무,210,2,,은행나무,(조암택지A) 쌍봉로/장안로,,(조암택지A) 쌍봉로/장안로,031-369-6126,화성시청 산림녹지과,2019-04-02
(조암택지B)조암동로/포승장안로,37.086111,126.826389,37.08462679,126.822778,은행나무,97,1.4,,은행나무,(조암택지B)조암동로/포승장안로,,(조암택지B)조암동로/포승장안로,031-369-6126,화성시청 산림녹지과,2019-04-02
(조암택지B)조암동로/포승장안로,37.086111,126.826389,37.08462679,126.822778,목백합,166,1.4,,목백합,(조암택지B)조암동로/포승장안로,,(조암택지B)조암동로/포승장안로,031-369-6126,화성시청 산림녹지과,2019-04-02
(조암택지C) 조암서로,37.081667,126.815833,37.253056,126.8160988,은행나무,124,0.7,,은행나무,(조암택지C) 조암서로,,(조암택지C) 조암서로,031-369-6126,화성시청 산림녹지과,2019-04-02
(조암택지E) 쌍봉로,37.089167,126.8160988,37.089444,126.817222,은행나무,13,0.3,,은행나무,(조암택지E) 쌍봉로,,(조암택지E) 쌍봉로,031-369-6126,화성시청 산림녹지과,2019-04-02
(조암택지E) 쌍봉로,37.089167,126.8160988,37.089444,126.817222,칠엽수,6,0.3,,칠엽수,(조암택지E) 쌍봉로,,(조암택지E) 쌍봉로,031-369-6126,화성시청 산림녹지과,2019-04-02
쌍봉로,37.086389,126.818056,37.126389,126.795833,벚나무,111,5.2,,벚나무,쌍봉로,,쌍봉로,031-369-6126,화성시청 산림녹지과,2019-04-02
쌍봉로,37.086389,126.818056,37.126389,126.795833,느티나무,22,5.2,,느티나무,쌍봉로,,쌍봉로,031-369-6126,화성시청 산림녹지과,2019-04-02
쌍봉로,37.086389,126.818056,37.126389,126.795833,은행나무,8,5.2,,은행나무,쌍봉로,,쌍봉로,031-369-6126,화성시청 산림녹지과,2019-04-02
3·1만세로,37.086944,126.828333,37.084167,126.821944,이팝나무,146,0.45,,이팝나무,3·1만세로,,3·1만세로,031-369-6126,화성시청 산림녹지과,2019-04-02
기아자동차로,37.050278,126.768056,37.051111,126.769722,매화나무,221,1.6,,매화나무,기아자동차로,,기아자동차로,031-369-6126,화성시청 산림녹지과,2019-04-02
화성방조제,37.111944,126.684167,37.08450034,126.756944,느티나무,532,6.2,,느티나무,화성방조제,,화성방조제,031-369-6126,화성시청 산림녹지과,2019-04-02
화성방조제,37.111944,126.684167,37.08450034,126.756944,팽나무,755,6.2,,팽나무,화성방조제,,화성방조제,031-369-6126,화성시청 산림녹지과,2019-04-02
화성방조제,37.111944,126.684167,37.08450034,126.756944,해송,697,6.2,,해송,화성방조제,,화성방조제,031-369-6126,화성시청 산림녹지과,2019-04-02
버들로,37.117222,126.817778,37.117222,126.825556,은행나무,44,0.3,,은행나무,버들로,,버들로,031-369-6126,화성시청 산림녹지과,2019-04-02
우정문화마을A,37.126667,126.796111,37.12291633,126.795278,은행나무,8,0.5,,은행나무,우정문화마을A,,우정문화마을A,031-369-6126,화성시청 산림녹지과,2019-04-02
우정문화마을A,37.126667,126.796111,37.12291633,126.795278,느티나무,25,0.5,,느티나무,우정문화마을A,,우정문화마을A,031-369-6126,화성시청 산림녹지과,2019-04-02
우정문화마을B,37.121944,126.793611,37.125556,126.794722,청단풍,11,0.4,,청단풍,우정문화마을B,,우정문화마을B,031-369-6126,화성시청 산림녹지과,2019-04-02
우정문화마을B,37.121944,126.793611,37.125556,126.794722,벚나무,29,0.4,,벚나무,우정문화마을B,,우정문화마을B,031-369-6126,화성시청 산림녹지과,2019-04-02
우정문화마을C,37.12654201,126.795278,37.139167,126.794167,은행나무,5,0.1,,은행나무,우정문화마을C,,우정문화마을C,031-369-6126,화성시청 산림녹지과,2019-04-02
우정문화마을C,37.12654201,126.795278,37.139167,126.794167,벚나무,19,0.1,,벚나무,우정문화마을C,,우정문화마을C,031-369-6126,화성시청 산림녹지과,2019-04-02
우정문화마을D,37.12147395,126.7927953,37.126111,126.795278,은행나무,4,0.1,,은행나무,우정문화마을D,,우정문화마을D,031-369-6126,화성시청 산림녹지과,2019-04-02
우정문화마을E,37.123889,126.793611,37.123889,126.794722,벚나무,2,0.2,,벚나무,우정문화마을E,,우정문화마을E,031-369-6126,화성시청 산림녹지과,2019-04-02
우정문화마을F,37.123889,126.793611,37.123889,126.794722,감나무,3,0.5,,감나무,우정문화마을F,,우정문화마을F,031-369-6126,화성시청 산림녹지과,2019-04-02
우정문화마을G,37.124167,126.794444,37.124167,126.794444,벚나무,1,0.3,,벚나무,우정문화마을G,,우정문화마을G,031-369-6126,화성시청 산림녹지과,2019-04-02
기아자동차로,37.027831,126.8151509,37.033786,126.7671752,느티나무,172,0.6,,느티나무,기아자동차로,,기아자동차로,031-369-6126,화성시청 산림녹지과,2019-04-02
기아자동차로,37.027831,126.8151509,37.033786,126.7671752,둥근소나무,31,0.6,,둥근소나무,기아자동차로,,기아자동차로,031-369-6126,화성시청 산림녹지과,2019-04-02
장안공단1길a,37.115833,126.840278,37.112222,126.837778,느티나무,97,0.5,,느티나무,장안공단1길a,,장안공단1길a,031-369-6126,화성시청 산림녹지과,2019-04-02
장안공단1길b,37.112778,126.843056,37.113889,126.839444,벚나무,82,0.4,,벚나무,장안공단1길b,,장안공단1길b,031-369-6126,화성시청 산림녹지과,2019-04-02
장안공단1길c,37.112778,126.839722,37.112778,126.840833,느티나무,41,0.5,,느티나무,장안공단1길c,,장안공단1길c,031-369-6126,화성시청 산림녹지과,2019-04-02
장안공단1길d,37.110278,126.842778,37.112222,126.8403109,느티나무,53,0.5,,느티나무,장안공단1길d,,장안공단1길d,031-369-6126,화성시청 산림녹지과,2019-04-02
장안공단1길g,37.106944,126.841389,37.109167,126.831944,느티나무,131,0.9,,느티나무,장안공단1길g,,장안공단1길g,031-369-6126,화성시청 산림녹지과,2019-04-02
장안산업단지A,37.11165893,126.847222,37.11671123,126.843889,벚나무,69,0.4,,벚나무,장안산업단지A,,장안산업단지A,031-369-6126,화성시청 산림녹지과,2019-04-02
장안산업단지B,37.110278,126.843333,37.11671123,126.848611,은행나무,83,0.4,,은행나무,장안산업단지B,,장안산업단지B,031-369-6126,화성시청 산림녹지과,2019-04-02
장안산업단지C,37.108333,126.847778,37.107778,126.843333,벚나무,37,0.4,,벚나무,장안산업단지C,,장안산업단지C,031-369-6126,화성시청 산림녹지과,2019-04-02
장안산업단지C,37.108333,126.847778,37.107778,126.843333,느티나무,36,0.4,,느티나무,장안산업단지C,,장안산업단지C,031-369-6126,화성시청 산림녹지과,2019-04-02
장안산업단지D,37.105556,126.843333,37.105556,126.846111,은행나무,64,0.3,,은행나무,장안산업단지D,,장안산업단지D,031-369-6126,화성시청 산림녹지과,2019-04-02
장안산업단지E,37.104444,126.848889,37.104444,126.844167,은행나무,51,0.4,,은행나무,장안산업단지E,,장안산업단지E,031-369-6126,화성시청 산림녹지과,2019-04-02
장안산업단지E,37.104444,126.848889,37.104444,126.844167,벚나무,35,0.4,,벚나무,장안산업단지E,,장안산업단지E,031-369-6126,화성시청 산림녹지과,2019-04-02
장안산업단지F,37.104444,126.844444,37.103889,126.846111,은행나무,41,0.2,,은행나무,장안산업단지F,,장안산업단지F,031-369-6126,화성시청 산림녹지과,2019-04-02
장안산업단지G,37.112222,126.846667,37.104722,126.846667,벚나무,174,0.8,,벚나무,장안산업단지G,,장안산업단지G,031-369-6126,화성시청 산림녹지과,2019-04-02
장안공단로,37.106667,126.841667,37.107778,126.845833,벚나무,86,2.2,,벚나무,장안공단로,,장안공단로,031-369-6126,화성시청 산림녹지과,2019-04-02
장안공단로,37.106667,126.841667,37.107778,126.845833,은행나무,78,2.2,,은행나무,장안공단로,,장안공단로,031-369-6126,화성시청 산림녹지과,2019-04-02
3·1만세로,37.088333,126.828889,37.104722,126.851667,벚나무,59,6,,벚나무,3·1만세로,,3·1만세로,031-369-6126,화성시청 산림녹지과,2019-04-02
매바위로,37.14290253,126.816667,37.151389,126.804722,벚나무,172,1.6,,벚나무,매바위로,,매바위로,031-369-6126,화성시청 산림녹지과,2019-04-02
버들로,37.1176854,126.828333,37.113611,126.880278,벚나무,118,6.3,,벚나무,버들로,,버들로,031-369-6126,화성시청 산림녹지과,2019-04-02
버들로,37.1176854,126.828333,37.113611,126.880278,은행나무,6,6.3,,은행나무,버들로,,버들로,031-369-6126,화성시청 산림녹지과,2019-04-02
온천로,37.125833,126.858611,37.15455773,126.870833,벚나무,194,2.6,,벚나무,온천로,,온천로,031-369-6126,화성시청 산림녹지과,2019-04-02
석포로,37.136389,126.841389,37.136111,126.846389,홍단풍,86,0.5,,홍단풍,석포로,,석포로,031-369-6126,화성시청 산림녹지과,2019-04-02
마당바위로,37.160556,126.8989199,37.162778,126.919444,벚나무,102,3,,벚나무,마당바위로,,마당바위로,031-369-6126,화성시청 산림녹지과,2019-04-02
마도공단로 1길,37.186944,126.791111,37.179167,126.773611,은행나무,543,2.6,,은행나무,마도공단로 1길,,마도공단로 1길,031-369-6895,화성시청 산림녹지과,2019-04-02
마도공단로 2길,37.185278,126.790278,37.180833,126.793889,중국단풍,88,0.5,,중국단풍,마도공단로 2길,,마도공단로 2길,031-369-6895,화성시청 산림녹지과,2019-04-02
마도공단로 5길,37.181944,126.786667,37.179167,126.792222,중국단풍,116,0.6,,중국단풍,마도공단로 5길,,마도공단로 5길,031-369-6895,화성시청 산림녹지과,2019-04-02
마도공단로 6길,37.180278,126.785556,37.17736947,126.791111,벚나무,113,0.6,,벚나무,마도공단로 6길,,마도공단로 6길,031-369-6895,화성시청 산림녹지과,2019-04-02
마도공단로,37.184167,126.778611,37.176111,126.789444,중국단풍,112,0.6,,중국단풍,마도공단로,,마도공단로,031-369-6895,화성시청 산림녹지과,2019-04-02
"마도공단로 1,2,4,5,6길",37.175556,126.7866657,37.186111,126.7889172,이팝나무,250,1.4,,이팝나무,"마도공단로 1,2,4,5,6길",,"마도공단로 1,2,4,5,6길",031-369-6895,화성시청 산림녹지과,2019-04-02
"마도공단로 1,2,4,5,6길",37.175556,126.7866657,37.186111,126.7889172,느티나무,20,1.4,,느티나무,"마도공단로 1,2,4,5,6길",,"마도공단로 1,2,4,5,6길",031-369-6895,화성시청 산림녹지과,2019-04-02
"마도공단로 2,4,5,6길",37.174722,126.793333,37.183611,126.793333,이팝나무,214,1.1,,이팝나무,"마도공단로 2,4,5,6길",,"마도공단로 2,4,5,6길",031-369-6895,화성시청 산림녹지과,2019-04-02
마도공단로,37.202222,126.799444,37.187222,126.790278,이팝나무,156,2,,이팝나무,마도공단로,,마도공단로,031-369-6895,화성시청 산림녹지과,2019-04-02
마도하천 둑방로,37.203611,126.769444,37.195833,126.764722,벚나무,115,0.9,,벚나무,마도하천 둑방로,,마도하천 둑방로,031-369-6895,화성시청 산림녹지과,2019-04-02
삼일공원로,37.217778,126.729444,37.213333,126.738889,소나무,107,1.2,,소나무,삼일공원로,,삼일공원로,031-369-6895,화성시청 산림녹지과,2019-04-02
장안산업단지H,37.105833,126.846667,37.107778,126.846667,은행나무,56,0.2,,은행나무,장안산업단지H,,장안산업단지H,031-369-6126,화성시청 산림녹지과,2019-04-02
장안산업단지I,37.103611,126.844722,37.104167,126.845833,은행나무,8,0.1,,은행나무,장안산업단지I,,장안산업단지I,031-369-6126,화성시청 산림녹지과,2019-04-02
장안산업단지Z,37.106667,126.841667,37.117222,126.829167,벚나무,85,0.7,,벚나무,장안산업단지Z,,장안산업단지Z,031-369-6126,화성시청 산림녹지과,2019-04-02
삼일공원로,37.21771013,126.729167,37.213333,126.738889,벚나무,135,1.2,,벚나무,삼일공원로,,삼일공원로,031-369-6895,화성시청 산림녹지과,2019-04-02
송산동로,37.222222,126.743333,37.223056,126.743889,벚나무,23,3.5,,벚나무,송산동로,,송산동로,031-369-6895,화성시청 산림녹지과,2019-04-02
송산동로,37.222222,126.743333,37.223056,126.743889,중국단풍,101,3.5,,중국단풍,송산동로,,송산동로,031-369-6895,화성시청 산림녹지과,2019-04-02
송산동로,37.222222,126.743333,37.223056,126.743889,회화나무,144,3.5,,회화나무,송산동로,,송산동로,031-369-6895,화성시청 산림녹지과,2019-04-02
송산동로,37.222222,126.743333,37.223056,126.743889,소나무,3,3.5,,소나무,송산동로,,송산동로,031-369-6895,화성시청 산림녹지과,2019-04-02
마도공단로 3길,37.182222,126.786389,37.178889,126.784167,벚나무,118,0.9,,벚나무,마도공단로 3길,,마도공단로 3길,031-369-6895,화성시청 산림녹지과,2019-04-02
양평읍 내 시민로,37.488762,127.492211,37.490561,127.509979,은행나무+느티나무,,1.7,,양평읍 시내를 관통하는 주요도로로 좌우측 인도변 은행나무가 식재되어 있음.,,,양평양근~양평백안,031-770-2415,양평군청(산림과),2020-06-12
국도6호선,37.533353,127.304741,37.529199,127.701761,은행나무+벚나무,,52.4,,"국도6호선을 따라 조성된 가로수길로 용담대교, 신원역, 대흥리 일원 등 가로수 조성이 가능한 곳곳에 은행나무와 벚나무가 식재되어 있음.",,,양서양수~청운갈운,031-770-2415,양평군청(산림과),2020-06-12
양평읍 내 남북로,37.492971,127.502982,37.482732,127.500552,은행나무,,1.1,,양평병원삼거리에서 개군면 방향 도로 좌우측으로 은행나무가 식재되어 있음.,,,양평공흥~양평창대,031-770-2415,양평군청(산림과),2020-06-12
파주로 은행나무길,37.434631,126.432719,37.444315,126.453421,은행나무,385,3.7,2015,자유로에서 파주를 진입하는,파주로,일반국도,교하신도시~와동4거리,031-940-4371,경기도 파주시,2017-10-31
조리 대원리 은행나무길,37.445164,126.484503,37.440697,126.481465,은행나무,201,1.6,2002,가을 노랑단풍으로 걷고 싶어지는 은행나무길,고봉로,지방도,봉일천중학교~대원리,031-940-4371,경기도 파주시,2017-10-31
적성 설마천로 단풍나무길,37.571031,126.552252,37.552693,126.565935,단풍나무,1200,6,2014,감악산,설마천로,지방도,적성체육공원입구~설마리 입구,031-940-4371,경기도 파주시,2017-10-31
통일동산 헤이리로 버즘나무길,37.460171,126.411311,37.475928,126.420203,버즘나무,893,5.4,2001,통일동산 파주NFC에서 영어 헤이리마을까지 이어지는 아름드리 버즘나무길,헤이리로,,"검단사~동화경모공원,",031-940-4371,경기도 파주시,2017-10-31
통일동산 평화로 버즘나무길,37.471172,126.411909,37.464669,126.422066,버즘나무,312,1.1,2001,통일동산에서 금촌으로 이어지는 자연수형이 아름다운 버즘나무길,평화로,지방도,성동사거리~통일촌삼거리,031-940-4371,경기도 파주시,2017-10-31
탄현 영어마을 느티나무길,37.473382,126.414322,37.460176,126.411405,느티나무,985,4.8,2001,경기영어마을에서 신세계 첼시에 이르는 그늘과 경관이 아름다운 느티나무길,"얼음실로, 필승로",,동화경모공원~신세계아울렛,031-940-4371,경기도 파주시,2017-10-31
